lang,T,n1,n_types,plateau_size,plateau_mass,floor,plateau_types_used,corpus_lines,empty_lines
toj_Latn,2776247,1305,8230,84320,5.86776296e-04,-18.783241,247,100000,0
tok_Latn,593367,456,1369,96632,3.14684909e-03,-17.240019,222,48852,0
ton_Latn,2585473,1302,5996,89275,6.72017884e-04,-18.704702,666,100000,0
too_Latn,892848,175,2870,93536,2.00355159e-03,-17.658936,159,17821,0
top_Latn,2558406,1255,7464,86107,6.47698663e-04,-18.705431,278,100000,0
tos_Latn,1309057,221,3266,93164,1.35063209e-03,-18.049299,243,17720,0
tpa_Latn,62404,163,2039,94674,2.53892715e-02,-15.131623,41,1672,0
tpi_Latn,2235242,1597,7300,86978,7.61572663e-04,-18.553535,390,100000,0
tpm_Latn,2080488,336,4885,89760,8.29876535e-04,-18.499128,276,56620,0
tpn_Latn,8831,557,1342,96899,1.01991446e-01,-13.764291,11,493,0
tpp_Latn,832813,286,3436,92485,2.11479867e-03,-17.593597,147,17827,0
tpt_Latn,874403,184,3091,93179,2.03365992e-03,-17.640196,128,17825,0
tpw_Latn,3740,358,784,97949,1.42342286e-01,-13.441723,4,360,0
tpz_Latn,1444148,94,2808,94215,1.24855518e-03,-18.139103,200,24321,0
tqo_Latn,286256,509,2468,94436,6.14476454e-03,-16.547832,101,6765,0
trc_Latn,730988,293,2758,94664,2.46404321e-03,-17.464041,146,10997,0
trn_Latn,319259,543,3020,93295,5.44494451e-03,-16.656590,101,6686,0
tro_Latn,405173,554,3760,91078,4.20746883e-03,-16.890366,94,11062,0
trp_Latn,1245580,787,5036,89455,1.38254655e-03,-17.985319,212,30617,0
trq_Latn,339688,533,2381,94819,5.23785224e-03,-16.711569,125,6754,0
trs_Latn,368257,548,2459,94778,4.90055937e-03,-16.777699,132,6763,0
trv_Latn,686695,2453,9188,82977,2.29235732e-03,-17.404493,339,5293,0
tsc_Latn,2044923,1275,7188,85716,8.04163455e-04,-18.484503,345,100000,0
tsg_Latn,591817,318,3828,92066,2.97417737e-03,-17.248049,109,10993,0
tsn_Latn,3521980,1738,9366,83500,4.49696599e-04,-19.039539,581,100000,0
tso_Latn,3314281,1619,9331,82661,4.79129191e-04,-18.966043,396,100000,0
tsw_Latn,776778,236,3638,91584,2.25705274e-03,-17.518707,177,17700,0
tsz_Latn,2385017,1357,6920,87269,7.08228956e-04,-18.629494,451,100000,0
ttc_Latn,911288,207,3145,93135,1.96496610e-03,-17.674086,163,17827,0
tte_Latn,1338510,92,3393,92158,1.31308578e-03,-18.066635,173,30509,0
ttj_Latn,1841409,1230,7015,85641,8.95642334e-04,-18.375889,319,89198,0
ttq_Latn,330481,768,4133,92457,5.18039751e-03,-16.697372,99,6630,0
ttq_Tfng,198550,4,265,99655,8.89917661e-03,-16.231266,7,4277,0
tuc_Latn,2324910,173,4567,89919,7.44302280e-04,-18.609728,111,42199,0
tue_Latn,877022,188,2973,93728,2.06015706e-03,-17.633125,184,17632,0
tuf_Latn,1020510,165,3284,93297,1.75180923e-03,-17.790649,147,17688,0
tui_Latn,1431197,791,4597,89970,1.21942701e-03,-18.116606,104,30782,0
tuk_Arab,221998,72,1068,98378,8.15397377e-03,-16.305822,51,4783,0
tuk_Cyrl,2820316,172,2631,96622,6.59485503e-04,-18.802612,291,100000,0
tuk_Latn,3338749,1675,8656,85421,4.90673642e-04,-18.975079,838,100000,0
tul_Latn,167883,824,3088,93129,1.00942048e-02,-16.037535,84,4299,0
tum_Latn,2298940,1311,7723,84217,7.06481957e-04,-18.596365,223,100000,0
tuo_Latn,1672914,313,4119,91818,1.06383415e-03,-18.273439,212,28238,0
tur_Latn,3095724,2400,12351,80617,4.96508625e-04,-18.905375,1002,100000,0
tuv_Latn,12940,636,2020,95024,8.19899629e-02,-13.963043,16,532,0
tvk_Latn,1137572,317,4068,91156,1.53740143e-03,-17.897989,155,22714,0
tvl_Latn,2032334,1125,5269,90920,8.58887639e-04,-18.477608,666,100000,0
twb_Latn,252107,618,2928,93019,6.91184856e-03,-16.415077,51,6753,0
twi_Latn,2562788,1724,8874,84550,6.25578896e-04,-18.721931,414,100000,0
twu_Latn,591480,376,3996,90894,2.92982661e-03,-17.250261,140,13437,0
twx_Latn,538788,1455,6027,87345,3.07084514e-03,-17.163424,240,26573,0
txq_Latn,985244,354,4429,90032,1.75834831e-03,-17.751301,198,18350,0
txu_Latn,1287652,129,2356,94974,1.41750693e-03,-18.020214,147,17214,0
tyv_Cyrl,3421084,522,3434,96210,5.42898885e-04,-18.992876,688,100000,0
tzh_Latn,2608185,1345,8006,85133,6.30767712e-04,-18.720543,239,100000,0
tzj_Latn,3282972,291,5161,88797,5.24068585e-04,-18.947996,243,56692,0
tzl_Latn,1699,328,589,98348,1.68051265e-01,-13.279754,2,190,0
tzm_Tfng,134079,559,1545,97740,1.29534146e-02,-15.836462,195,1590,0
tzo_Latn,2973995,1363,7851,85319,5.54635044e-04,-18.851353,284,100000,0
ubr_Latn,1222676,219,4080,90785,1.42114491e-03,-17.972542,203,27048,0
ubu_Latn,3811584,115,3465,91631,4.68537555e-04,-19.091419,149,58489,0
udm_Cyrl,3171696,1004,4101,95757,5.80993742e-04,-18.920340,1357,100000,0
udu_Latn,941370,137,3171,92810,1.88872109e-03,-17.710165,138,17827,0
uig_Arab,6227470,1205,3418,97607,3.20839002e-04,-19.533276,1788,100000,0
uig_Cyrl,2117966,47,1799,97442,8.88824971e-04,-18.512623,92,39412,0
uig_Latn,3125774,631,6582,86955,5.34566812e-04,-18.907200,190,59496,0
ukr_Cyrl,4031556,2177,6654,92238,4.33318664e-04,-19.176165,1764,100000,0
umb_Latn,2297544,1499,7239,85853,7.19260233e-04,-18.597679,380,100000,0
upv_Latn,828003,217,3488,92182,2.14141959e-03,-17.577806,131,17741,0
ura_Latn,976762,167,2993,93543,1.81752449e-03,-17.756456,108,17359,0
urb_Latn,1041038,124,2444,94545,1.75430936e-03,-17.802511,155,17434,0
urd_Arab,3761786,2032,5981,93748,4.76204786e-04,-19.098028,1944,100000,0
urd_Latn,1927138,1818,8397,84919,8.50875944e-04,-18.418697,455,38376,0
urh_Latn,2425612,1327,6638,87042,6.96013800e-04,-18.644287,261,100000,0
uri_Latn,227671,239,2169,94692,7.73626591e-03,-16.320221,80,4227,0
urk_Thai,833546,40,567,99382,2.32124437e-03,-17.572378,83,13466,0
urt_Latn,857864,207,3461,92101,2.07643034e-03,-17.607746,176,17543,0
urw_Latn,43276,548,1859,95113,3.50767774e-02,-14.813037,40,1006,0
ury_Latn,394723,679,3545,91967,4.42124440e-03,-16.850519,142,6598,0
usa_Latn,1504097,166,2504,94850,1.20937233e-03,-18.177706,240,24754,0
usp_Latn,950044,215,3303,92845,1.87400393e-03,-17.718365,129,17825,0
uth_Latn,225234,648,2831,93973,7.72707662e-03,-16.313787,71,4272,0
uvh_Latn,1141472,133,3178,91873,1.54692499e-03,-17.899649,96,17225,0
uvl_Latn,1090803,119,3343,92526,1.63290100e-03,-17.852642,160,24441,0
uzn_Cyrl,1871788,164,2051,97364,1.00957701e-03,-18.384436,286,37596,0
uzn_Latn,4808881,1571,9599,82066,3.27969296e-04,-19.337870,306,100000,0
uzs_Arab,5086685,782,3822,97117,3.71789084e-04,-19.380856,1709,100000,0
vag_Latn,705465,343,3690,91918,2.47818575e-03,-17.428881,138,17828,0
vap_Latn,1150645,723,5098,89209,1.48595232e-03,-17.910437,125,30667,0
var_Latn,690486,304,2766,93326,2.57039708e-03,-17.407549,91,11058,0
vec_Latn,3064011,2322,13429,79079,4.89159849e-04,-18.901024,852,100000,0
ven_Latn,2452641,1474,8056,85521,6.68031690e-04,-18.667692,338,100000,0
vep_Latn,277895,2448,8119,86109,5.72802888e-03,-16.525753,191,9947,0
vid_Latn,638769,204,4303,90338,2.67594439e-03,-17.334766,107,17829,0
vie_Latn,4885228,2801,11837,82387,3.24679704e-04,-19.351854,687,100000,0
viv_Latn,1298678,102,3044,92432,1.36939000e-03,-18.027618,143,23382,0
vls_Latn,843118,1915,9157,84404,1.86124282e-03,-17.629881,369,25500,0
vmk_Latn,33265,836,2459,94459,4.27807257e-02,-14.607589,38,1646,0
vmw_Latn,2157683,1612,8195,85057,7.52251943e-04,-18.543516,343,100000,0
vmy_Latn,765803,223,3420,92222,2.29420448e-03,-17.509323,120,17829,0
vol_Latn,2520397,2281,9142,86895,6.71951509e-04,-18.677780,646,88791,0
vot_Latn,1678,346,633,98309,1.68294581e-01,-13.277910,2,119,0
vro_Latn,1542432,1986,11083,82087,1.00036128e-03,-18.222929,624,51151,0
vun_Latn,662860,213,3719,91394,2.61943170e-03,-17.367733,100,17824,0
vut_Latn,904519,132,2543,95134,2.03248628e-03,-17.661537,71,17776,0
waj_Latn,1438342,46,2174,94532,1.25196069e-03,-18.139738,140,24407,0
wal_Ethi,295428,21,586,98799,6.28329506e-03,-16.570704,10,6595,0
wal_Latn,2608175,1045,6910,86971,6.40584515e-04,-18.726460,292,100000,0
wap_Latn,1497492,391,4185,91241,1.16020743e-03,-18.180416,196,30027,0
war_Latn,2821442,2092,13714,77830,5.30535732e-04,-18.803905,528,100000,0
wat_Latn,293197,164,2690,94046,5.95277226e-03,-16.575438,81,6617,0
way_Latn,651977,139,2477,94376,2.75155346e-03,-17.350632,74,13526,0
wba_Latn,262584,758,3264,92975,6.62866306e-03,-16.456438,89,7083,0
wbm_Latn,2879172,317,4076,91125,6.12960335e-04,-18.817198,250,64634,0
wbp_Latn,1616743,124,1965,95945,1.14789712e-03,-18.241354,163,20841,0
wed_Latn,223569,715,4141,90946,7.44355414e-03,-16.318428,95,6267,0
wer_Latn,1161693,64,2669,93919,1.54982428e-03,-17.919802,93,24394,0
wes_Latn,1503526,1068,6134,87438,1.13362043e-03,-18.161024,193,65898,0
wew_Latn,13533,699,1699,95284,8.01806287e-02,-13.988091,12,727,0
whg_Latn,15589,511,1398,95914,7.42528411e-02,-14.071486,15,782,0
whk_Latn,492948,702,3938,91052,3.49967841e-03,-17.074270,150,11051,0
wib_Latn,514818,331,2381,95218,3.55036367e-03,-17.104630,71,9431,0
wim_Latn,1185893,136,3064,93087,1.49749203e-03,-17.945253,171,17245,0
wiu_Latn,1447699,48,2707,93207,1.22533449e-03,-18.147120,143,29858,0
wln_Latn,691623,2155,8554,85606,2.34290205e-03,-17.413876,411,25529,0
wls_Latn,2260191,1476,6030,89397,7.67724702e-04,-18.572922,598,100000,0
wlv_Latn,29382,507,1601,96002,4.80974717e-02,-14.506650,25,1486,0
wlx_Latn,825573,731,4558,89650,2.06754857e-03,-17.585060,149,19671,0
wmt_Latn,202755,142,1642,96340,1.08978753e-02,-15.994826,83,1953,0
wmw_Latn,604981,297,5467,87961,2.75045500e-03,-17.280638,131,17797,0
wnc_Latn,1505416,152,3502,92121,1.17766332e-03,-18.175081,226,28251,0
wnu_Latn,1096524,117,3288,92503,1.62069021e-03,-17.859900,140,23875,0
wob_Latn,990253,92,2314,95471,1.81225992e-03,-17.779758,129,17751,0
wol_Latn,2062912,2489,12199,79409,7.43909546e-04,-18.485958,679,69728,0
wos_Latn,1016295,143,2637,93637,1.78320207e-03,-17.776525,175,19970,0
wrk_Latn,928869,60,1730,96087,2.00153622e-03,-17.686850,93,10995,0
wrs_Latn,1496621,149,4131,90465,1.15096322e-03,-18.179874,190,25819,0
wsg_Telu,266512,11,488,99420,6.95159297e-03,-16.475893,34,4001,0
wsk_Latn,1192850,330,4373,89601,1.45518597e-03,-17.935743,181,29455,0
wuu_Hani,4917702,4282,10276,85786,3.40458113e-04,-19.344830,870,74364,0
wuv_Latn,902453,123,3601,92490,1.91775869e-03,-17.691454,158,24539,0
wwa_Latn,560850,206,2575,93922,3.21523448e-03,-17.190075,51,13509,0
xal_Cyrl,535618,190,1543,97646,3.45315866e-03,-17.157570,138,11611,0
xav_Latn,1785648,809,5349,90128,9.78085517e-04,-18.338900,392,30476,0
xbi_Latn,519886,236,2602,93616,3.42154888e-03,-17.124619,126,8764,0
xbr_Latn,280351,683,3058,92606,6.11500319e-03,-16.533119,129,6415,0
xed_Latn,806279,200,3313,92794,2.20668025e-03,-17.554403,80,17807,0
xho_Latn,3309515,1648,9953,81406,4.71521937e-04,-18.966749,414,100000,0
xla_Latn,1394963,125,3167,93107,1.28313130e-03,-18.099957,180,27219,0
xmf_Geor,4215173,1637,3484,97829,4.48949976e-04,-19.199575,2108,100000,0
xmm_Latn,295046,777,3754,91171,5.90198054e-03,-16.552959,225,6762,0
xmv_Latn,1268690,1040,5717,89170,1.35551860e-03,-18.001871,242,56898,0
xnn_Latn,463697,457,4098,91252,3.73610728e-03,-17.011091,129,10778,0
xog_Latn,1111348,825,5943,87483,1.50045382e-03,-17.881187,247,26865,0
xon_Latn,941121,227,3025,92470,1.88215373e-03,-17.709978,127,24417,0
xrb_Latn,854457,115,2472,94247,2.12249530e-03,-17.608837,77,17749,0
xsb_Latn,798699,176,4548,90639,2.15778631e-03,-17.553312,144,17822,0
xsi_Latn,1499300,113,3012,92691,1.20010993e-03,-18.162369,187,28581,0
xsm_Latn,1242987,509,4375,90945,1.40381189e-03,-17.986574,212,24468,0
xsr_Deva,946312,13,986,98346,2.00851676e-03,-17.706606,56,17795,0
xsu_Latn,1376595,112,2720,94230,1.31247501e-03,-18.089334,134,19885,0
xtd_Latn,828956,328,3328,92548,2.15716351e-03,-17.574444,179,17918,0
xtm_Latn,1030430,607,3650,91899,1.70910317e-03,-17.800232,210,22034,0
xtn_Latn,988208,383,3269,92568,1.79099784e-03,-17.760681,221,23830,0
xum_Latn,1355,196,407,98875,1.74116998e-01,-13.249640,0,113,0
xuo_Latn,947213,190,3002,93551,1.90624248e-03,-17.708883,124,17719,0
yaa_Latn,952981,171,2898,93251,1.87564045e-03,-17.721855,149,17141,0
yad_Latn,923376,104,2128,95203,1.97516458e-03,-17.690870,121,16726,0
yal_Latn,642110,156,3071,92554,2.71913509e-03,-17.342989,106,17818,0
yam_Latn,970407,369,3268,93791,1.85167643e-03,-17.740488,190,17769,0
yan_Latn,1296422,760,4659,90184,1.33405104e-03,-18.029142,267,30490,0
yao_Latn,2652937,1140,6955,85843,6.22985627e-04,-18.741262,436,100000,0
yap_Latn,2238573,1238,6513,87206,7.57216587e-04,-18.561890,350,100000,0
yaq_Latn,1015713,185,3295,92506,1.73749033e-03,-17.790342,148,17776,0
yas_Latn,356869,512,2975,94438,5.03892364e-03,-16.746262,114,6565,0
yat_Latn,388686,346,2691,95447,4.60652819e-03,-16.846607,87,6733,0
yaz_Latn,349681,630,2747,94152,5.02745941e-03,-16.745506,84,6764,0
ybb_Latn,565173,925,3919,92588,3.12781096e-03,-17.203337,204,12240,0
yby_Latn,1233540,71,3193,92119,1.43138403e-03,-17.979950,93,24355,0
ycn_Latn,1117480,456,3789,91643,1.58449095e-03,-17.873148,221,17642,0
ydd_Hebr,1627365,945,2114,97830,1.13546896e-03,-18.271696,825,38324,0
yim_Latn,1171416,586,3972,90774,1.49546848e-03,-17.921444,165,30719,0
yka_Latn,1198707,226,4440,90095,1.45556803e-03,-17.940979,168,24931,0
yle_Latn,1895585,65,2235,95080,9.69818934e-04,-18.400875,142,30413,0
yli_Latn,610700,306,3411,91935,2.89376890e-03,-17.274033,112,13447,0
yml_Latn,1295224,76,2986,93148,1.36718370e-03,-18.036947,66,22780,0
yom_Latn,1645210,1328,7163,86439,1.00390955e-03,-18.271048,452,70854,0
yon_Latn,995355,379,3779,91765,1.77842027e-03,-17.759016,232,21011,0
yor_Latn,3680553,2440,11144,82288,4.36438392e-04,-19.054844,620,100000,0
yrb_Latn,685251,142,2623,93579,2.60366108e-03,-17.397398,91,15989,0
yre_Latn,1507783,264,2678,94253,1.19925533e-03,-18.179792,148,28067,0
yrk_Cyrl,87929,250,1315,97867,1.94409950e-02,-15.431736,56,1902,0
yrl_Latn,148081,1182,4271,91244,1.12439580e-02,-15.909217,71,6918,0
yss_Latn,1773974,111,3543,92098,1.00143549e-03,-18.336929,195,37876,0
yua_Latn,2682421,1486,7968,85050,6.12888865e-04,-18.748322,258,100000,0
yue_Hani,5086792,1375,3215,96417,3.67354142e-04,-19.385622,875,100000,0
yuj_Latn,1350195,110,2896,93555,1.33911922e-03,-18.062048,117,24252,0
yup_Latn,6050,435,977,97234,1.20736677e-01,-13.599019,5,270,0
yut_Latn,1282189,139,2883,93506,1.41468135e-03,-18.006632,122,28424,0
yuw_Latn,1126532,133,3918,91182,1.55562032e-03,-17.886494,154,20046,0
yuz_Latn,303194,814,3534,92186,5.67510639e-03,-16.603230,169,6670,0
yva_Latn,929590,241,4010,91381,1.88614249e-03,-17.696014,149,17493,0
zaa_Latn,972824,168,4077,91423,1.80166191e-03,-17.742298,138,17673,0
zab_Latn,803556,501,4258,91086,2.17971925e-03,-17.548119,177,19384,0
zac_Latn,937009,184,3479,92839,1.90513922e-03,-17.701822,110,17805,0
zad_Latn,770529,168,3358,92566,2.28371348e-03,-17.517630,120,17817,0
zae_Latn,902967,201,3569,91722,1.93260576e-03,-17.675404,145,17778,0
zai_Latn,2400363,1364,7414,86456,6.96317021e-04,-18.637096,315,100000,0
zam_Latn,1292870,179,3632,92412,1.37822453e-03,-18.020971,167,17797,0
zao_Latn,705205,198,3270,92497,2.51652589e-03,-17.419807,172,17796,0
zar_Latn,972010,177,3048,93707,1.85732259e-03,-17.736547,98,17756,0
zas_Latn,749773,161,3140,92992,2.38473230e-03,-17.478937,128,17799,0
zat_Latn,847291,267,2787,93839,2.13426966e-03,-17.598967,127,17798,0
zav_Latn,1003216,141,2886,93807,1.79806219e-03,-17.770041,101,17587,0
zaw_Latn,807042,216,3529,92390,2.19973559e-03,-17.553192,101,17823,0
zca_Latn,751036,222,3613,92058,2.35357334e-03,-17.481995,124,17802,0
zdj_Latn,30639,839,2594,93625,4.52176862e-02,-14.543320,33,1573,0
zea_Latn,244631,2156,7529,87248,6.56180238e-03,-16.403000,186,8505,0
zgh_Tfng,80846,148,777,99125,2.05920588e-02,-15.386987,91,2897,0
zia_Latn,1066505,89,3669,91302,1.64670667e-03,-17.830906,111,24412,0
ziw_Latn,593048,217,4456,89997,2.87254653e-03,-17.260088,78,17829,0
zne_Latn,2040439,1491,7099,86060,8.09318032e-04,-18.482119,374,100000,0
zoc_Latn,220261,719,2804,93662,7.92637367e-03,-16.285007,90,4297,0
zom_Latn,1594255,849,6459,87015,1.04359236e-03,-18.238922,241,48432,0
zos_Latn,947497,243,3974,91482,1.85580349e-03,-17.713335,113,17816,0
zpa_Latn,1189459,1229,6226,88429,1.44294748e-03,-17.931023,155,50169,0
zpc_Latn,889119,187,3660,91929,1.97693069e-03,-17.654982,100,17745,0
zpg_Latn,20016,491,1378,96829,6.39562404e-02,-14.230258,20,833,0
zpi_Latn,746744,166,3127,92749,2.40454184e-03,-17.468048,80,17812,0
zpj_Latn,2169,332,627,98232,1.61354057e-01,-13.319242,3,90,0
zpl_Latn,803955,224,3218,92771,2.18662404e-03,-17.563286,115,17820,0
zpm_Latn,902016,142,3158,93212,1.98783380e-03,-17.663342,120,17300,0
zpo_Latn,692615,192,3240,92606,2.55151070e-03,-17.407179,141,17782,0
zpq_Latn,874725,165,2867,93715,2.05668353e-03,-17.634674,123,17691,0
zpt_Latn,741823,219,2907,93064,2.42717377e-03,-17.462070,124,17827,0
zpu_Latn,835932,281,3434,92688,2.10291484e-03,-17.601425,136,17841,0
zpv_Latn,1026114,226,3189,92950,1.73519657e-03,-17.796452,131,17800,0
zpz_Latn,866051,184,3152,93340,2.06851275e-03,-17.624929,148,17804,0
zsm_Arab,4233,189,617,99001,1.38562820e-01,-13.479317,5,281,0
zsm_Latn,3490892,2555,14968,77133,4.24261142e-04,-19.018448,1187,100000,0
zsr_Latn,891134,171,2961,94034,2.02687493e-03,-17.652672,99,17753,0
ztq_Latn,661112,186,3262,92788,2.68710695e-03,-17.357363,112,17742,0
zty_Latn,880572,178,2677,94293,2.04450677e-03,-17.646761,157,17738,0
zul_Latn,3272679,1590,9232,82278,4.83275999e-04,-18.952782,434,100000,0
zyb_Latn,764552,223,2204,95556,2.41455587e-03,-17.493708,111,13305,0
zyp_Latn,739386,202,2920,93000,2.40736832e-03,-17.469576,140,17810,0
